Rank,Song,Artist,Year,UnprunedLyricalComplexity,TotalWords,TitleInLyrics,posSent,negSent,compoundSent,repetitiveness
84,fool if you think its over,chris rea,1978,,,,,,,
85,get off,foxy,1978,84,460,True,0.121,0.053,0.9891,0.817
86,sweet talkin woman,electric light orchestra,1978,83,274,True,0.147,0.136,0.7674,0.697
87,lifes been good,joe walsh,1978,122,207,True,0.187,0.12,0.9685,0.411
88,i love the nightlife,alicia bridges,1978,77,322,True,0.326,0.038,0.9984,0.761
89,you cant turn me off in the middle of turning me on,high inergy,1978,101,265,False,0.242,0.021,0.995,0.619
90,its so easy,linda ronstadt,1978,46,166,True,0.469,0.013,0.9988,0.723
91,native new yorker,odyssey,1978,119,316,True,0.164,0.037,0.9945,0.623
92,flash light,parliament,1978,96,538,True,0.151,0.049,0.9962,0.822
93,dont look back,boston,1978,103,269,True,0.089,0.04,0.9322,0.617
94,turn to stone,electric light orchestra,1978,101,296,True,0.028,0.045,-0.4458,0.659
95,i cant stand the rain,eruption,1978,67,216,True,0.105,0.035,0.9037,0.69
96,ebony eyes,bob welch,1978,76,232,True,0.138,0.144,-0.1779,0.672
97,the name of the game,abba,1978,107,425,True,0.138,0.037,0.9931,0.748
98,were all alone,rita coolidge,1978,79,172,True,0.126,0.135,0.2986,0.541
99,hollywood nights,bob seger  the silver bullet band,1978,127,293,True,0.076,0.033,0.9248,0.567
100,deacon blues,steely dan,1978,150,344,True,0.185,0.118,0.9669,0.564
1,my sharona,the knack,1979,71,200,True,0.095,0.073,0.6921,0.645
2,bad girls,donna summer,1979,113,234,True,0.08,0.251,-0.9956,0.517
3,le freak,chic,1979,96,206,True,0.144,0.187,-0.8271,0.534
4,da ya think im sexy,rod stewart,1979,133,350,False,0.082,0.029,0.8846,0.62
5,reunited,peaches  herb,1979,143,369,True,0.227,0.077,0.9966,0.612
6,i will survive,gloria gaynor,1979,140,553,True,0.152,0.135,0.9714,0.747
7,hot stuff,donna summer,1979,81,316,True,0.25,0.006,0.9977,0.744
8,ymca,village people,1979,113,351,True,0.194,0.023,0.9965,0.678
9,ring my bell,anita ward,1979,71,264,True,0.1,0.007,0.9783,0.731
10,sad eyes,robert john,1979,70,171,True,0.06,0.247,-0.9907,0.591
11,too much heaven,bee gees,1979,92,336,True,0.206,0.047,0.9966,0.726
12,macarthur park,donna summer,1979,80,195,False,0.077,0.073,0.2023,0.59
13,when youre in love with a beautiful woman,dr hook,1979,71,154,True,0.367,0.084,0.9967,0.539
14,makin it,david naughton,1979,71,164,True,0.078,0.121,-0.8316,0.567
15,fire,the pointer sisters,1979,92,176,True,0.135,0.293,-0.986,0.477
16,tragedy,bee gees,1979,75,383,True,0.084,0.304,-0.9983,0.804
17,a little more love,olivia newtonjohn,1979,62,270,True,0.274,0.068,0.9974,0.77
18,heart of glass,blondie,1979,82,221,True,0.369,0.138,0.9975,0.629
19,what a fool believes,the doobie brothers,1979,89,165,True,0.099,0.075,0.0511,0.461
20,good times,chic,1979,107,366,True,0.315,0.05,0.9989,0.708
21,you dont bring me flowers,neil diamond  barbra streisand,1979,,,,,,,
22,knock on wood,amii stewart,1979,75,228,True,0.364,0.019,0.9985,0.671
23,stumblin in,suzi quatro  chris norman,1979,79,200,True,0.145,0.089,0.9383,0.605
24,lead me on,maxine nightingale,1979,93,286,True,0.144,0.21,-0.9745,0.675
25,shake your body down to the ground,the jacksons,1979,,,,,,,
26,dont cry out loud,melissa manchester,1979,105,223,True,0.107,0.107,0.2786,0.529
27,the logical song,supertramp,1979,110,197,False,0.17,0.058,0.9685,0.442
28,my life,billy joel,1979,107,260,True,0.097,0.085,0.4614,0.588
29,just when i needed you most,randy vanwarmer,1979,67,212,True,0.124,0.079,0.8714,0.684
30,you cant change that,raydio,1979,81,431,True,0.284,0.008,0.9993,0.812
31,shake your groove thing,peaches  herb,1979,101,431,True,0.096,0.203,-0.9775,0.766
32,ill never love this way again,dionne warwick,1979,72,204,True,0.075,0.297,-0.995,0.647
33,love you inside out,bee gees,1979,139,371,False,0.286,0.124,0.9979,0.625
34,i want you to want me,cheap trick,1979,50,260,True,0.251,0.07,0.9917,0.808
35,the main eventfight,barbra streisand,1979,93,341,True,0.271,0.107,0.9975,0.727
36,mama cant buy you love,elton john,1979,76,184,True,0.244,0.072,0.9935,0.587
37,i was made for dancin,leif garrett,1979,72,217,True,0.109,0.055,0.8724,0.668
38,after the love has gone,earth wind  fire,1979,85,354,True,0.238,0.117,0.9968,0.76
39,heaven knows,donna summer and brooklyn dreams,1979,71,215,True,0.161,0.086,0.9365,0.67
40,the gambler,kenny rogers,1979,160,407,True,0.029,0.046,-0.5859,0.607
41,lotta love,nicolette larson,1979,,,,,,,
42,lady,little river band,1979,93,254,True,0.218,0.03,0.9949,0.634
43,heaven must have sent you,bonnie pointer,1979,95,202,True,0.259,0.024,0.9946,0.53
44,hold the line,toto,1979,44,275,True,0.239,0.0,0.9979,0.84
45,hes the greatest dancer,sister sledge,1979,112,292,True,0.436,0.031,0.9996,0.616
46,sharing the night together,dr hook  the medicine show,1979,,,,,,,
47,she believes in me,kenny rogers,1979,120,272,True,0.143,0.077,0.9695,0.559
48,in the navy,village people,1979,132,447,True,0.193,0.003,0.9969,0.705
49,music box dancer,frank mills,1979,1,1,False,0.0,0.0,0.0,0.0
50,the devil went down to georgia,the charlie daniels band,1979,174,393,True,0.117,0.235,-0.9963,0.557
51,gold,john stewart,1979,82,303,True,0.028,0.0,0.8176,0.729
52,goodnight tonight,wings,1979,26,123,True,0.169,0.0,0.9731,0.789
53,we are family,sister sledge,1979,86,183,True,0.176,0.0,0.9845,0.53
54,rock n roll fantasy,bad company,1979,72,133,True,0.101,0.0,0.9118,0.459
55,every 1s a winner,hot chocolate,1979,,,,,,,
56,take me home,cher,1979,74,272,True,0.249,0.0,0.9974,0.728
57,boogie wonderland,earth wind  fire  the emotions,1979,77,256,True,0.184,0.039,0.9913,0.699
58,our love dont throw it all away,andy gibb,1979,112,370,True,0.047,0.366,-0.9996,0.697
59,what you wont do for love,bobby caldwell,1979,72,224,False,0.231,0.057,0.9941,0.679
60,new york groove,ace frehley,1979,75,245,True,0.065,0.038,0.787,0.694
61,sultans of swing,dire straits,1979,158,259,True,0.111,0.052,0.9498,0.39
62,i want your love,chic,1979,81,138,True,0.337,0.044,0.9911,0.413
63,chuck es in love,rickie lee jones,1979,130,268,True,0.2,0.047,0.9937,0.515
64,i love the nightlife,alicia bridges,1979,77,322,True,0.326,0.038,0.9984,0.761
65,aint no stoppin us now,mcfadden  whitehead,1979,95,299,True,0.12,0.034,0.9564,0.682
66,lonesome loser,little river band,1979,90,274,True,0.033,0.358,-0.999,0.672
67,renegade,styx,1979,101,273,True,0.024,0.21,-0.9944,0.63
68,love is the answer,england dan  john ford coley,1979,109,274,True,0.357,0.066,0.9992,0.602
69,got to be real,cheryl lynn,1979,28,147,False,0.341,0.0,0.9966,0.81
70,born to be alive,patrick hernandez,1979,57,273,True,0.259,0.005,0.9976,0.791
71,shine a little love,electric light orchestra,1979,133,385,True,0.265,0.037,0.9989,0.655
72,i just fall in love again,anne murray,1979,67,145,True,0.211,0.052,0.9802,0.538
73,shake it,ian matthews,1979,87,164,True,0.108,0.063,0.8449,0.47
74,i was made for lovin you,kiss,1979,56,331,True,0.031,0.012,0.4588,0.831
75,i just wanna stop,gino vannelli,1979,66,190,True,0.053,0.188,-0.9752,0.653
76,disco nights rockfreak,gq,1979,60,84,False,0.229,0.023,0.9524,0.286
77,ooo baby baby,linda ronstadt,1979,62,119,True,0.075,0.16,-0.8433,0.479
78,september,earth wind  fire,1979,78,298,True,0.145,0.0,0.9927,0.738
79,time passages,al stewart,1979,115,210,True,0.034,0.034,-0.0245,0.452
80,rise,herb alpert,1979,,,,,,,
81,dont bring me down,electric light orchestra,1979,80,296,True,0.025,0.272,-0.9967,0.73
82,promises,eric clapton,1979,92,252,True,0.094,0.243,-0.9941,0.635
83,get used to it,roger voudouris,1979,85,209,True,0.356,0.084,0.998,0.593
84,how much i feel,ambrosia,1979,122,293,True,0.169,0.082,0.9877,0.584
85,suspicions,eddie rabbitt,1979,90,202,True,0.192,0.17,0.8864,0.554
86,you take my breath away,rex smith,1979,46,131,True,0.072,0.0,0.8074,0.649
87,how you gonna see me now,alice cooper,1979,109,235,True,0.201,0.051,0.9907,0.536
88,double vision,foreigner,1979,77,144,True,0.214,0.064,0.9692,0.465
89,everytime i think of you,the babys,1979,58,290,True,0.428,0.058,0.9995,0.8
90,i got my mind made up you can get it girl,instant funk,1979,43,164,False,0.129,0.0,0.9422,0.738
91,dont stop til you get enough,michael jackson,1979,88,478,True,0.256,0.04,0.9984,0.816
92,bad case of loving you doctor doctor,robert palmer,1979,,,,,,,
93,somewhere in the night,barry manilow,1979,85,197,True,0.276,0.077,0.9928,0.569
94,weve got tonight,bob seger  the silver bullet band,1979,,,,,,,
95,dance the night away,van halen,1979,82,176,True,0.133,0.045,0.9182,0.534
96,dancin shoes,nigel olsson,1979,56,89,True,0.14,0.143,0.1779,0.371
97,the boss,diana ross,1979,67,209,True,0.319,0.021,0.9981,0.679
98,sail on,commodores,1979,121,226,True,0.25,0.064,0.9945,0.465
99,i do love you,gq,1979,82,248,False,0.358,0.125,0.9982,0.669
100,strange way,firefall,1979,78,204,True,0.261,0.144,0.9863,0.618
1,call me,blondie,1980,78,236,True,0.201,0.01,0.9948,0.669
2,another brick in the wall part ii,pink floyd,1980,27,91,False,0.115,0.087,0.5759,0.703
3,magic,olivia newtonjohn,1980,83,237,True,0.192,0.131,0.9442,0.65
4,rock with you,michael jackson,1980,82,237,True,0.162,0.023,0.9774,0.654
5,do that to me one more time,captain  tennille,1980,43,201,True,0.1,0.0,0.9559,0.786
6,crazy little thing called love,queen,1980,76,261,True,0.471,0.037,0.9993,0.709
7,coming up,paul mccartney,1980,67,184,True,0.294,0.026,0.9934,0.636
8,funkytown,lipps inc,1980,36,283,True,0.0,0.0,0.0,0.873
9,its still rock and roll to me,billy joel,1980,154,312,True,0.134,0.019,0.9876,0.506
10,the rose,bette midler,1980,77,142,True,0.193,0.106,0.9587,0.458
11,escape the pi~na colada song,rupert holmes,1980,139,324,False,0.227,0.038,0.9969,0.571
12,cars,gary numan,1980,50,81,True,0.091,0.0,0.7351,0.383
13,cruisin,smokey robinson,1980,98,351,True,0.327,0.0,0.9993,0.721
14,working my way back to youforgive me girl,the spinners,1980,117,375,False,0.217,0.168,0.9798,0.688
15,lost in love,air supply,1980,78,277,True,0.359,0.113,0.9989,0.718
16,little jeannie,elton john,1980,88,271,True,0.208,0.08,0.9895,0.675
17,ride like the wind,christopher cross,1980,75,256,True,0.146,0.103,0.8576,0.707
18,upside down,diana ross,1980,70,290,True,0.163,0.034,0.9908,0.759
19,please dont go,kc and the sunshine band,1980,,,,,,,
20,babe,styx,1980,75,203,True,0.34,0.157,0.9963,0.631
21,with you im born again,billy preston and syreeta,1980,49,174,True,0.134,0.181,-0.8456,0.718
22,shining star,the manhattans,1980,65,255,True,0.169,0.06,0.9867,0.745
23,still,commodores,1980,80,123,True,0.154,0.104,0.8458,0.35
24,yes im ready,teri desario  kc,1980,,,,,,,
25,sexy eyes,dr hook,1980,76,190,True,0.227,0.062,0.9919,0.6
26,steal away,robbie dupree,1980,50,150,True,0.22,0.025,0.9805,0.667
27,biggest part of me,ambrosia,1980,116,404,True,0.184,0.062,0.9953,0.713
28,this is it,kenny loggins,1980,120,313,True,0.053,0.114,-0.9435,0.617
29,cupidive loved you for a long time,the spinners,1980,,,,,,,
30,lets get serious,jermaine jackson,1980,,,,,,,
31,dont fall in love with a dreamer,kenny rogers  kim carnes,1980,91,207,True,0.063,0.193,-0.9856,0.56
32,sailing,christopher cross,1980,75,203,True,0.135,0.006,0.979,0.631
33,longer,dan fogelberg,1980,67,111,True,0.207,0.076,0.9633,0.396
34,coward of the county,kenny rogers,1980,195,405,True,0.109,0.099,0.6762,0.519
35,ladies night,kool  the gang,1980,75,296,True,0.239,0.0,0.9969,0.747
36,too hot,kool  the gang,1980,81,266,True,0.159,0.118,0.9197,0.695
37,take your time do it right,the sos band,1980,78,388,False,0.063,0.015,0.9609,0.799
38,no more tears enough is enough,barbra streisand  donna summer,1980,111,275,False,0.184,0.127,0.9831,0.596
39,more love,kim carnes,1980,96,256,True,0.23,0.117,0.9912,0.625
40,pop muzik,m,1980,140,370,True,0.036,0.028,0.4588,0.622
41,brass in pocket,the pretenders,1980,70,228,True,0.185,0.036,0.9871,0.693
42,special lady,ray goodman  brown,1980,22,33,True,0.274,0.0,0.8313,0.333
43,send one your love,stevie wonder,1980,94,203,False,0.231,0.059,0.9924,0.537
44,the second time around,shalamar,1980,97,346,True,0.186,0.135,0.9896,0.72
45,we dont talk anymore,cliff richard,1980,91,235,True,0.243,0.024,0.9958,0.613
46,heartache tonight,eagles,1980,96,293,True,0.068,0.029,0.8694,0.672
47,stomp,the brothers johnson,1980,97,344,True,0.122,0.041,0.9824,0.718
48,tired of toein the line,rocky burnette,1980,77,144,True,0.116,0.158,-0.6446,0.465
49,better love next time,dr hook,1980,81,206,True,0.389,0.032,0.9986,0.607
50,him,rupert holmes,1980,102,273,True,0.073,0.05,0.8631,0.626
51,against the wind,bob seger and the silver bullet band,1980,148,385,True,0.085,0.049,0.9411,0.616
52,on the radio,donna summer,1980,125,300,True,0.123,0.048,0.9763,0.583
53,emotional rescue,the rolling stones,1980,97,300,True,0.248,0.141,0.9761,0.677
54,rise,herb alpert,1980,,,,,,,
55,all out of love,air supply,1980,107,351,True,0.201,0.115,0.9933,0.695
56,cool change,little river band,1980,85,141,True,0.209,0.11,0.9407,0.397
57,youre only lonely,jd souther,1980,73,218,True,0.048,0.264,-0.9944,0.665
58,desire,andy gibb,1980,84,197,True,0.15,0.074,0.9501,0.574
59,let my love open the door,pete townshend,1980,94,246,True,0.036,0.393,-0.9992,0.618
60,romeos tune,steve forbert,1980,120,283,False,0.156,0.023,0.9875,0.576
61,daydream believer,anne murray,1980,72,124,True,0.107,0.025,0.9231,0.419
62,i cant tell you why,eagles,1980,,,,,,,
63,dont let go,isaac hayes,1980,83,195,True,0.129,0.041,0.9585,0.574
64,dont do me like that,tom petty and the heartbreakers,1980,100,321,True,0.228,0.074,0.9947,0.688
65,shes out of my life,michael jackson,1980,63,134,True,0.166,0.096,0.8945,0.53
66,fame,irene cara,1980,91,274,True,0.165,0.066,0.9831,0.668
67,fire lake,bob seger,1980,100,182,True,0.078,0.154,-0.9131,0.451
68,how do i make you,linda ronstadt,1980,57,181,True,0.21,0.0,0.989,0.685
69,into the night,benny mardones,1980,76,147,True,0.148,0.149,-0.2942,0.483
70,let me love you tonight,pure prairie league,1980,78,182,True,0.231,0.11,0.9846,0.571
71,misunderstanding,genesis,1980,93,210,True,0.015,0.192,-0.9913,0.557
72,an american dream,the dirt band,1980,121,277,True,0.138,0.052,0.9769,0.563
73,one fine day,carole king,1980,62,111,True,0.256,0.022,0.9723,0.441
74,dim all the lights,donna summer,1980,105,287,True,0.197,0.066,0.9904,0.634
75,you may be right,billy joel,1980,121,357,True,0.07,0.249,-0.9976,0.661
76,hurt so bad,linda ronstadt,1980,70,169,True,0.12,0.332,-0.9956,0.586
77,shouldve never let you go,neil  dara sedaka,1980,,,,,,,
78,pilot of the airwaves,charlie dore,1980,82,299,True,0.309,0.045,0.9988,0.726
79,off the wall,michael jackson,1980,110,432,True,0.166,0.072,0.9933,0.745
80,i pledge my love,peaches  herb,1980,118,329,True,0.351,0.029,0.999,0.641
81,the long run,eagles,1980,107,278,True,0.093,0.05,0.8328,0.615
82,stand by me,mickey gilley,1980,55,156,True,0.059,0.058,0.0279,0.647
83,heartbreaker,pat benatar,1980,65,210,True,0.357,0.137,0.9961,0.69
84,dej`a vu,dionne warwick,1980,77,243,False,0.211,0.01,0.9932,0.683
85,drivin my life away,eddie rabbitt,1980,82,203,False,0.143,0.054,0.9641,0.596
86,take the long way home,supertramp,1980,120,306,True,0.075,0.059,-0.391,0.608
87,sara,fleetwood mac,1980,111,229,True,0.151,0.093,0.9732,0.515
88,wait for me,hall  oates,1980,100,308,True,0.191,0.015,0.9955,0.675
89,jojo,boz scaggs,1980,114,278,True,0.154,0.069,0.9872,0.59
90,september morn,neil diamond,1980,90,211,True,0.202,0.019,0.9913,0.573
91,give me the night,george benson,1980,99,265,True,0.135,0.009,0.9857,0.626
92,broken hearted me,anne murray,1980,74,202,False,0.094,0.191,-0.9689,0.634
93,you decorated my life,kenny rogers,1980,80,158,True,0.15,0.026,0.9643,0.494
94,tusk,fleetwood mac,1980,29,80,True,0.081,0.0,0.7003,0.637
95,i wanna be your lover,prince,1980,88,234,False,0.231,0.133,0.9913,0.624
96,in america,charlie daniels band,1980,131,324,True,0.134,0.102,0.9041,0.596
97,breakdown dead ahead,boz scaggs,1980,87,225,True,0.033,0.351,-0.9982,0.613
98,ships,barry manilow,1980,86,224,True,0.152,0.009,0.9831,0.616
99,all night long,joe walsh,1980,57,96,True,0.159,0.0,0.9382,0.406
100,refugee,tom petty and the heartbreakers,1980,97,248,True,0.173,0.037,0.9833,0.609
1,bette davis eyes,kim carnes,1981,85,232,True,0.082,0.079,0.4019,0.634
2,endless love,diana ross  lionel richie,1981,79,177,True,0.275,0.108,0.9905,0.554
3,lady,kenny rogers,1981,76,142,True,0.215,0.072,0.9767,0.465
4,just like starting over,john lennon,1981,86,227,True,0.342,0.045,0.9985,0.621
5,jessies girl,rick springfield,1981,102,284,True,0.323,0.016,0.9983,0.641
6,celebration,kool  the gang,1981,52,310,True,0.483,0.0,0.9997,0.832
7,kiss on my list,hall  oates,1981,95,376,False,0.342,0.051,0.9992,0.747
8,i love a rainy night,eddie rabbitt,1981,67,325,True,0.487,0.093,0.9996,0.794
9,9 to 5,dolly parton,1981,134,356,True,0.1,0.116,-0.8663,0.624
10,keep on loving you,reo speedwagon,1981,77,196,True,0.187,0.042,0.9795,0.607
11,theme from the greatest american hero believe it or not,joey scarbury,1981,70,226,False,0.137,0.0,0.984,0.69
12,morning train nine to five,sheena easton,1981,,,,,,,
13,being with you,smokey robinson,1981,92,298,True,0.072,0.218,-0.9927,0.691
14,queen of hearts,juice newton,1981,106,294,True,0.099,0.122,-0.8616,0.639
15,rapture,blondie,1981,170,343,True,0.055,0.058,-0.4874,0.504
16,a woman needs love just like you do,raydio,1981,,,,,,,
17,the tide is high,blondie,1981,48,211,True,0.152,0.08,0.7579,0.773
18,just the two of us,grover washington jr  bill withers,1981,78,229,True,0.073,0.04,0.8316,0.659
19,slow hand,the pointer sisters,1981,101,312,True,0.248,0.027,0.9958,0.676
20,i love you,climax blues band,1981,106,201,True,0.155,0.013,0.9731,0.473
21,woman,john lennon,1981,78,164,True,0.303,0.046,0.9919,0.524
22,sukiyaki,a taste of honey,1981,81,174,False,0.16,0.071,0.9745,0.534
23,the winner takes it all,abba,1981,146,280,True,0.206,0.137,0.9833,0.479
24,stars on 45 medley,stars on 45,1981,143,328,False,0.181,0.099,0.9903,0.564
25,angel of the morning,juice newton,1981,101,193,True,0.007,0.109,-0.9455,0.477
26,love on the rocks,neil diamond,1981,86,215,True,0.097,0.09,0.1774,0.6
27,every woman in the world,air supply,1981,106,255,True,0.067,0.081,-0.5841,0.584
28,the one that you love,air supply,1981,89,306,True,0.226,0.004,0.9978,0.709
29,guilty,barbra streisand  barry gibb,1981,91,355,True,0.167,0.095,0.981,0.744
30,the best of times,styx,1981,,,,,,,
31,elvira,the oak ridge boys,1981,73,205,True,0.102,0.12,0.4588,0.644
32,take it on the run,reo speedwagon,1981,97,297,True,0.087,0.067,-0.0124,0.673
