Rank,Song,Artist,Year,UnprunedLyricalComplexity,TotalWords,TitleInLyrics,posSent,negSent,compoundSent,repetitiveness
58,understanding,xscape,1994,94,402,True,0.097,0.064,0.9633,0.766
59,this dj,warren g,1994,217,383,False,0.062,0.124,-0.984,0.433
60,cry for you,jodeci,1994,114,328,True,0.148,0.15,-0.7001,0.652
61,keep ya head up,2pac,1994,328,815,True,0.097,0.125,-0.981,0.598
62,whats my name,snoop doggy dogg,1994,,,,,,,
63,another night,real mccoy,1994,70,424,True,0.47,0.05,0.9998,0.835
64,your bodys callin,r kelly,1994,76,240,True,0.092,0.013,0.9524,0.683
65,tootsee roll,69 boyz,1994,122,696,True,0.047,0.018,0.9516,0.825
66,i can see clearly now,jimmy cliff,1994,57,178,True,0.574,0.045,0.9993,0.68
67,never keeping secrets,babyface,1994,121,520,True,0.114,0.142,-0.6583,0.767
68,crazy,aerosmith,1994,120,316,True,0.223,0.156,0.9808,0.62
69,just kickin it,xscape,1994,81,426,False,0.212,0.004,0.9984,0.81
70,at your best you are love,aaliyah,1994,104,270,True,0.219,0.041,0.9961,0.615
71,rock and roll dreams come through,meat loaf,1994,149,431,True,0.234,0.071,0.9978,0.654
72,amazing,aerosmith,1994,,,,,,,
73,always,erasure,1994,47,108,True,0.176,0.115,0.8225,0.565
74,groove thang,zhane,1994,94,319,True,0.152,0.052,0.9822,0.705
75,dreams,gabrielle,1994,101,314,True,0.213,0.0,0.9969,0.678
76,mr vain,culture beat,1994,138,344,True,0.161,0.115,0.0516,0.599
77,mary janes last dance,tom petty and the heartbreakers,1994,130,261,False,0.049,0.252,-0.9973,0.502
78,anything,swv,1994,42,175,True,0.175,0.028,0.9851,0.76
79,beautiful in my eyes,joshua kadison,1994,90,197,True,0.259,0.026,0.9957,0.543
80,stay,eternal,1994,87,286,True,0.088,0.072,0.2415,0.696
81,flava in ya ear,craig mack,1994,259,689,True,0.073,0.082,-0.7547,0.624
82,unity,queen latifah,1994,255,609,True,0.133,0.107,0.9591,0.581
83,prayer for the dying,seal,1994,101,255,True,0.083,0.099,-0.5253,0.604
84,secret,madonna,1994,83,273,True,0.106,0.037,0.9612,0.696
85,here comes the hotstepper,ini kamoze,1994,119,346,False,0.167,0.26,-0.9945,0.656
86,everyday,phil collins,1994,112,283,True,0.11,0.223,-0.9848,0.604
87,dont take the girl,tim mcgraw,1994,140,263,True,0.16,0.019,0.991,0.468
88,got me waiting,heavy d  the boyz,1994,153,512,True,0.137,0.017,0.9958,0.701
89,december 1963 oh what a night,the four seasons,1994,80,414,False,0.07,0.014,0.961,0.807
90,indian outlaw,tim mcgraw,1994,130,230,True,0.07,0.045,0.7102,0.435
91,always,bon jovi,1994,159,355,True,0.068,0.212,-0.9967,0.552
92,far behind,candlebox,1994,125,371,True,0.094,0.21,-0.9933,0.663
93,back in the day,ahmad,1994,271,1035,True,0.104,0.045,0.9958,0.738
94,love sneakin up on you,bonnie raitt,1994,91,137,True,0.126,0.083,0.8619,0.336
95,ill take you there,general public,1994,133,300,False,0.14,0.207,-0.9708,0.557
96,always in my heart,tevin campbell,1994,117,570,True,0.19,0.023,0.9988,0.795
97,what is love,haddaway,1994,65,247,True,0.532,0.026,0.9996,0.737
98,and our feelings,babyface,1994,113,318,True,0.062,0.066,0.4157,0.645
99,bop gun one nation,ice cube featuring george clinton,1994,255,610,False,0.053,0.054,-0.1901,0.582
100,i wanna be down,brandy,1994,105,303,True,0.187,0.051,0.9915,0.653
1,gangstas paradise,coolio featuring lv,1995,186,496,True,0.136,0.109,0.9471,0.625
2,waterfalls,tlc,1995,217,467,True,0.15,0.104,0.981,0.535
3,creep,tlc,1995,105,346,True,0.169,0.129,0.9168,0.697
4,kiss from a rose,seal,1995,93,382,True,0.186,0.082,0.9865,0.757
5,on bended knee,boyz ii men,1995,122,533,True,0.196,0.11,0.9952,0.771
6,another night,real mccoy,1995,70,424,True,0.47,0.05,0.9998,0.835
7,fantasy,mariah carey,1995,104,276,True,0.306,0.016,0.9986,0.623
8,take a bow,madonna,1995,114,380,True,0.299,0.06,0.9992,0.7
9,dont take it personal just one of dem days,monica,1995,99,408,False,0.118,0.115,0.1511,0.757
10,this is how we do it,montell jordan,1995,189,587,True,0.085,0.017,0.9877,0.678
11,i know,dionne farris,1995,61,189,True,0.175,0.016,0.9548,0.677
12,water runs dry,boyz ii men,1995,89,212,True,0.052,0.178,-0.9847,0.58
13,freak like me,adina howard,1995,109,373,False,0.078,0.089,-0.7596,0.708
14,runaround,blues traveler,1995,214,475,True,0.171,0.092,0.9876,0.549
15,i can love you like that,all4one,1995,,,,,,,
16,have you ever really loved a woman,bryan adams,1995,90,320,False,0.245,0.016,0.9982,0.719
17,always,bon jovi,1995,159,355,True,0.068,0.212,-0.9967,0.552
18,boombastic,shaggy,1995,188,626,False,0.102,0.11,0.9102,0.7
19,total eclipse of the heart,nicki french,1995,119,508,True,0.172,0.055,0.9971,0.766
20,you gotta be,desree,1995,101,339,True,0.232,0.106,0.9944,0.702
21,you are not alone,michael jackson,1995,109,358,True,0.032,0.201,-0.9941,0.696
22,hold my hand,hootie  the blowfish,1995,103,362,True,0.325,0.082,0.9986,0.715
23,one more chance,the notorious big,1995,351,800,True,0.129,0.183,-0.9966,0.561
24,here comes the hotstepper,ini kamoze,1995,119,346,False,0.167,0.26,-0.9945,0.656
25,candy rain,soul for real,1995,54,142,True,0.25,0.016,0.9875,0.62
26,let her cry,hootie  the blowfish,1995,141,396,True,0.126,0.164,-0.9527,0.644
27,i believe,blessid union of souls,1995,110,287,True,0.275,0.074,0.9972,0.617
28,red light special,tlc,1995,109,382,True,0.126,0.039,0.9575,0.715
29,runaway,janet jackson,1995,109,235,True,0.401,0.022,0.9986,0.536
30,strong enough,sheryl crow,1995,75,165,True,0.238,0.099,0.9803,0.545
31,colors of the wind,vanessa williams,1995,125,311,True,0.064,0.054,0.3291,0.598
32,someone to love,jon b,1995,93,290,True,0.218,0.012,0.997,0.679
33,only wanna be with you,hootie  the blowfish,1995,119,302,True,0.111,0.11,0.0453,0.606
34,if you love me,brownstone,1995,102,337,True,0.269,0.025,0.9987,0.697
35,in the house of stone and light,martin page,1995,125,402,True,0.106,0.039,0.974,0.689
36,i got 5 on it,luniz,1995,355,736,False,0.101,0.096,0.3671,0.518
37,baby,brandy,1995,98,387,True,0.561,0.008,0.9998,0.747
38,run away,real mccoy,1995,62,149,True,0.239,0.087,0.9799,0.584
39,as i lay me down,sophie b hawkins,1995,108,338,True,0.136,0.054,0.9784,0.68
40,hes mine,mokenstef,1995,134,392,True,0.059,0.115,-0.9755,0.658
41,december,collective soul,1995,67,186,True,0.114,0.091,0.5667,0.64
42,ill be there for youyoure all i need to get by,method man featuring mary j blige,1995,,,,,,,
43,shy guy,diana king,1995,111,551,True,0.376,0.07,0.9997,0.799
44,im the only one,melissa etheridge,1995,106,225,True,0.077,0.189,-0.9865,0.529
45,every little thing i do,soul for real,1995,64,453,True,0.009,0.057,-0.9543,0.859
46,before i let you go,blackstreet,1995,124,437,True,0.213,0.054,0.9967,0.716
47,big poppa,the notorious big,1995,283,701,True,0.192,0.068,0.9987,0.596
48,sukiyaki,4:00 PM,1995,97,208,False,0.13,0.073,0.9513,0.534
49,i wanna be down,brandy,1995,105,303,True,0.187,0.051,0.9915,0.653
50,ill make love to you,boyz ii men,1995,89,294,True,0.219,0.072,0.993,0.697
51,dear mama,2pac,1995,276,694,True,0.201,0.115,0.9982,0.602
52,hold on,jamie walters,1995,90,209,True,0.098,0.072,0.4248,0.569
53,keep their heads ringin,dr dre,1995,315,842,True,0.108,0.118,-0.9526,0.626
54,the rhythm of the night,corona,1995,80,167,True,0.153,0.063,0.9517,0.521
55,roll to me,del amitri,1995,77,194,True,0.115,0.103,0.1518,0.603
56,scream,michael jackson and janet jackson,1995,127,264,True,0.108,0.237,-0.9909,0.519
57,freekn you,jodeci,1995,,,,,,,
58,i wish,skeelo,1995,245,836,True,0.252,0.021,0.9996,0.707
59,believe,elton john,1995,75,149,True,0.346,0.132,0.9955,0.497
60,carnival,natalie merchant,1995,96,246,True,0.146,0.127,0.802,0.61
61,you dont know how it feels,tom petty,1995,84,181,True,0.039,0.04,0.2112,0.536
62,back for good,take that,1995,109,358,True,0.236,0.088,0.9906,0.696
63,tootsee roll,69 boyz,1995,122,696,True,0.047,0.018,0.9516,0.825
64,you want this,janet jackson,1995,126,446,True,0.198,0.064,0.9923,0.717
65,tell me,groove theory,1995,117,320,True,0.299,0.071,0.9979,0.634
66,cant you see,total featuring the notorious big,1995,171,534,True,0.178,0.032,0.9986,0.68
67,all i wanna do,sheryl crow,1995,170,450,True,0.205,0.04,0.9976,0.622
68,this lil game we play,subway featuring 702,1995,129,472,False,0.251,0.091,0.9982,0.727
69,come and get your love,real mccoy,1995,71,333,True,0.383,0.006,0.9995,0.787
70,this aint a love song,bon jovi,1995,134,364,True,0.217,0.279,-0.9828,0.632
71,secret,madonna,1995,83,273,True,0.106,0.037,0.9612,0.696
72,players anthem,junior mafia featuring the notorious big,1995,301,628,False,0.109,0.216,-0.9976,0.521
73,feel me flow,naughty by nature,1995,269,460,True,0.093,0.066,0.7384,0.415
74,every day of the week,jade,1995,127,557,True,0.121,0.017,0.9958,0.772
75,the sweetest days,vanessa williams,1995,85,147,True,0.104,0.087,-0.0422,0.422
76,short dick man,20 fingers featuring gillette,1995,64,221,True,0.122,0.226,-0.9922,0.71
77,brokenhearted,brandy featuring wanya morris,1995,84,239,True,0.059,0.27,-0.996,0.649
78,no more i love yous,annie lennox,1995,81,229,True,0.271,0.13,0.996,0.646
79,you used to love me,faith evans,1995,86,271,True,0.313,0.048,0.9983,0.683
80,constantly,immature,1995,93,286,True,0.07,0.037,0.8886,0.675
81,hold me thrill me kiss me kill me,u2,1995,94,178,True,0.193,0.133,0.8128,0.472
82,100 pure love,crystal waters,1995,98,295,True,0.202,0.078,0.9917,0.668
83,ask of you,raphael saadiq,1995,123,506,True,0.289,0.057,0.9994,0.757
84,sugar hill,az,1995,240,525,True,0.229,0.04,0.9992,0.543
85,good,better than ezra,1995,66,212,True,0.302,0.063,0.997,0.689
86,brown sugar,dangelo,1995,115,228,True,0.164,0.013,0.9847,0.496
87,turn the beat around,gloria estefan,1995,85,329,True,0.265,0.024,0.9986,0.742
88,til you do me right,after 7,1995,128,415,True,0.118,0.11,-0.2985,0.692
89,1st of tha month,bone thugsnharmony,1995,,,,,,,
90,like the way i do,melissa etheridge,1995,97,348,True,0.247,0.108,0.9951,0.721
91,i live my life for you,firehouse,1995,79,241,True,0.134,0.017,0.9773,0.672
92,dream about you,stevie b,1995,78,252,True,0.242,0.042,0.9955,0.69
93,cotton eye joe,rednex,1995,68,388,False,0.021,0.045,-0.9268,0.825
94,thank you,boyz ii men,1995,91,468,True,0.198,0.006,0.9977,0.806
95,ill stand by you,the pretenders,1995,,,,,,,
96,i miss you,n ii u,1995,104,264,True,0.133,0.153,0.7859,0.606
97,give it 2 you,da brat,1995,172,432,True,0.129,0.092,0.9085,0.602
98,best friend,brandy,1995,118,478,True,0.273,0.068,0.9992,0.753
99,misery,soul asylum,1995,69,135,True,0.085,0.296,-0.9884,0.489
100,cant stop lovin you,van halen,1995,108,262,True,0.185,0.074,0.9844,0.588
1,macarena bayside boys mix,los del r'io,1996,59,399,False,0.0,0.0,0.0,0.852
2,one sweet day,mariah carey and boyz ii men,1996,91,220,True,0.31,0.075,0.9966,0.586
3,because you loved me,celine dion,1996,118,412,True,0.256,0.059,0.9987,0.714
4,nobody knows,the tony rich project,1996,143,331,True,0.138,0.129,0.3589,0.568
5,always be my baby,mariah carey,1996,95,333,True,0.22,0.065,0.9968,0.715
6,give me one reason,tracy chapman,1996,78,287,True,0.142,0.116,0.9258,0.728
7,tha crossroads,bone thugsnharmony,1996,,,,,,,
8,i love you always forever,donna lewis,1996,101,339,True,0.247,0.006,0.9983,0.702
9,youre makin me high  let it flow,toni braxton,1996,,,,,,,
10,twisted,keith sweat,1996,109,208,True,0.135,0.119,0.1801,0.476
11,cmon n ride it the train,quad city djs,1996,153,611,False,0.205,0.021,0.9988,0.75
12,missing,everything but the girl,1996,93,309,False,0.195,0.183,0.9694,0.699
13,ironic,alanis morissette,1996,121,285,True,0.206,0.073,0.9895,0.575
14,exhale shoop shoop,whitney houston,1996,80,244,False,0.181,0.058,0.9878,0.672
15,follow you down  til i hear it from you,gin blossoms,1996,,,,,,,
16,sittin up in my room,brandy,1996,101,304,True,0.059,0.074,-0.6875,0.668
17,how do u want it  california love,2pac featuring kci  jojo  featuring dr dre,1996,,,,,,,
18,its all coming back to me now,celine dion,1996,144,636,True,0.169,0.069,0.997,0.774
19,change the world,eric clapton,1996,73,147,True,0.206,0.041,0.9816,0.503
20,hey lover,ll cool j,1996,281,589,True,0.233,0.072,0.999,0.523
21,loungin,ll cool j,1996,241,530,True,0.109,0.095,0.6412,0.545
22,insensitive,jann arden,1996,100,247,True,0.131,0.061,0.9571,0.595
23,be my lover,la bouche,1996,60,404,True,0.165,0.0,0.9968,0.851
24,name,goo goo dolls,1996,110,191,True,0.067,0.064,-0.3395,0.424
25,who will save your soul,jewel,1996,158,332,True,0.185,0.082,0.9847,0.524
26,where do you go,no mercy,1996,94,370,True,0.178,0.043,0.9919,0.746
27,i cant sleep baby if i,r kelly,1996,104,213,False,0.052,0.087,-0.5183,0.512
28,counting blue cars,dishwalla,1996,95,229,False,0.126,0.017,0.9694,0.585
29,you learn  you oughta know,alanis morissette,1996,,,,,,,
30,one of us,joan osborne,1996,77,252,True,0.391,0.013,0.9985,0.694
31,wonder,natalie merchant,1996,87,237,True,0.203,0.036,0.9913,0.633
32,not gon cry,mary j blige,1996,138,512,True,0.204,0.144,0.9759,0.73
33,gangstas paradise,coolio featuring lv,1996,186,496,True,0.136,0.109,0.9471,0.625
34,only you,112 featuring the notorious big and mase,1996,65,308,True,0.18,0.027,0.9931,0.789
35,down low nobody has to know,r kelly featuring the isley brothers,1996,93,203,True,0.165,0.069,0.9634,0.542
36,youre the one,swv,1996,96,444,True,0.231,0.029,0.9988,0.784
37,sweet dreams,la bouche,1996,91,268,True,0.4,0.004,0.9991,0.66
38,before you walk out of my life  like this and like that,monica,1996,,,,,,,
39,breakfast at tiffanys,deep blue something,1996,81,299,True,0.094,0.035,0.9155,0.729
40,1 2 3 4 sumpin new,coolio,1996,215,670,False,0.104,0.062,0.972,0.679
41,the world i know,collective soul,1996,76,200,True,0.116,0.068,0.93,0.62
42,no diggity,blackstreet featuring dr dre,1996,245,647,True,0.129,0.109,0.9513,0.621
43,anything,3t,1996,115,477,True,0.265,0.159,0.9979,0.759
44,1979,the smashing pumpkins,1996,120,224,True,0.072,0.143,-0.9097,0.464
45,diggin on you,tlc,1996,121,447,True,0.241,0.019,0.9988,0.729
46,why i love you so much  aint nobody,monica,1996,,,,,,,
47,kissin you,total,1996,100,227,True,0.349,0.064,0.997,0.559
48,count on me,whitney houston featuring cece winans,1996,90,290,True,0.209,0.089,0.9925,0.69
49,fantasy,mariah carey,1996,104,276,True,0.306,0.016,0.9986,0.623
50,time,hootie  the blowfish,1996,111,237,True,0.134,0.138,-0.7338,0.532
51,youll see,madonna,1996,80,190,True,0.084,0.211,-0.9792,0.579
52,last night,az yet,1996,96,326,True,0.261,0.025,0.9982,0.706
53,mouth,merril bainbridge,1996,82,343,True,0.21,0.135,0.945,0.761
54,the earth the sun the rain,color me badd,1996,99,441,False,0.399,0.037,0.9998,0.776
55,all the things your man wont do,joe,1996,170,615,True,0.203,0.12,0.9928,0.724
56,wonderwall,oasis,1996,85,261,True,0.043,0.007,0.8564,0.674
57,woo hah got you all in check,busta rhymes,1996,266,712,False,0.082,0.119,-0.9856,0.626
58,tell me,groove theory,1996,117,320,True,0.299,0.071,0.9979,0.634
59,elevators me  you,outkast,1996,309,590,True,0.118,0.077,0.9568,0.476
60,hook,blues traveler,1996,189,360,True,0.126,0.197,-0.9843,0.475
61,doin it,ll cool j,1996,247,530,False,0.144,0.08,0.9847,0.534
62,fastlove,george michael,1996,132,341,False,0.167,0.063,0.9913,0.613
63,touch me tease me,case featuring foxy brown,1996,156,371,True,0.11,0.054,0.9834,0.58
64,tonites tha night ,kris kross,1996,,,,,,,
65,children,robert miles,1996,1,1,False,0.0,0.0,0.0,0.0
66,theme from mission impossible,adam clayton and larry mullen,1996,17,79,False,0.067,0.0,0.6369,0.785
67,closer to free,bodeans,1996,37,112,True,0.383,0.0,0.995,0.67
68,just a girl,no doubt,1996,120,258,True,0.074,0.074,0.2247,0.535
69,if your girl only knew,aaliyah,1996,78,442,True,0.101,0.105,-0.2201,0.824
70,lady,dangelo,1996,110,201,True,0.157,0.044,0.9813,0.453
71,key west intermezzo i saw you first,john mellencamp,1996,124,268,False,0.087,0.029,0.928,0.537
72,pony,ginuwine,1996,97,275,True,0.036,0.024,0.1083,0.647
73,nobody,keith sweat featuring athena cage,1996,92,358,True,0.252,0.059,0.997,0.743
74,old man and me when i get to heaven,hootie  the blowfish,1996,,,,,,,
75,if it makes you happy,sheryl crow,1996,114,249,True,0.228,0.106,0.9857,0.542
76,as i lay me down,sophie b hawkins,1996,108,338,True,0.136,0.054,0.9784,0.68
77,keep on keepin on,mc lyte featuring xscape,1996,269,553,True,0.137,0.111,0.8956,0.514
78,jealousy,natalie merchant,1996,62,92,True,0.174,0.148,0.6073,0.326
79,i want to come over,melissa etheridge,1996,78,231,True,0.161,0.131,0.3818,0.662
80,who do u love,deborah cox,1996,120,327,False,0.186,0.08,0.9895,0.633
81,unbreak my heart,toni braxton,1996,89,318,True,0.189,0.152,0.978,0.72
82,this is your night,amber,1996,88,397,True,0.24,0.006,0.9985,0.778
83,you remind me of something,r kelly,1996,110,563,True,0.23,0.029,0.9976,0.805
84,runaway,janet jackson,1996,109,235,True,0.401,0.022,0.9986,0.536
85,set u free,planet soul,1996,75,218,False,0.268,0.035,0.9958,0.656
86,hit me off,new edition,1996,151,395,True,0.095,0.073,0.4588,0.618
87,no one else,total,1996,80,176,True,0.066,0.087,-0.7166,0.545
88,my boo,ghost town djs,1996,109,326,True,0.201,0.035,0.994,0.666
89,get money,junior mafia featuring the notorious big,1996,267,488,True,0.036,0.061,-0.927,0.453
90,that girl,maxi priest featuring shaggy,1996,145,436,True,0.138,0.111,0.9593,0.667
91,po pimp,do or die featuring twista,1996,349,873,True,0.104,0.104,-0.9324,0.6
92,until it sleeps,metallica,1996,87,266,True,0.03,0.244,-0.9964,0.673
93,hay,crucial conflict,1996,310,682,True,0.069,0.089,-0.9714,0.545
94,beautiful life,ace of base,1996,100,391,True,0.434,0.004,0.9997,0.744
95,back for good,take that,1996,109,358,True,0.236,0.088,0.9906,0.696
96,i got id,pearl jam,1996,99,186,False,0.107,0.087,0.7208,0.468
97,soon as i get home,faith evans,1996,105,328,True,0.193,0.133,0.9795,0.68
98,macarena,los del r'io,1996,59,399,True,0.0,0.0,0.0,0.852
99,only wanna be with you,hootie  the blowfish,1996,119,302,True,0.111,0.11,0.0453,0.606
100,dont cry,seal,1996,129,331,True,0.266,0.092,0.9967,0.61
1,something about the way you look tonight  candle in the wind 1997,elton john,1997,,,,,,,
2,foolish games  you were meant for me,jewel,1997,,,,,,,
3,ill be missing you,puff daddy featuring faith evans and 112,1997,163,501,True,0.109,0.155,-0.9756,0.675
4,unbreak my heart,toni braxton,1997,89,318,True,0.189,0.152,0.978,0.72
5,cant nobody hold me down,puff daddy featuring mase,1997,301,582,True,0.076,0.122,-0.9864,0.483
6,i believe i can fly,r kelly,1997,90,369,True,0.053,0.0,0.9536,0.756
7,dont let go love,en vogue,1997,104,330,False,0.097,0.112,-0.8116,0.685
8,return of the mack,mark morrison,1997,115,424,True,0.07,0.193,-0.9963,0.729
9,how do i live,leann rimes,1997,66,279,True,0.039,0.071,-0.1195,0.763
10,wannabe,spice girls,1997,119,510,False,0.285,0.077,0.9986,0.767
11,quit playing games with my heart,backstreet boys,1997,86,313,False,0.112,0.083,0.8763,0.725
12,mmmbop,hanson,1997,88,318,True,0.036,0.029,0.6359,0.723
13,for you i will,monica,1997,113,399,True,0.257,0.023,0.9982,0.717
14,you make me wanna,usher,1997,121,571,True,0.029,0.032,0.3329,0.788
15,bitch,meredith brooks,1997,125,291,True,0.138,0.22,-0.9847,0.57
16,nobody,keith sweat,1997,92,358,True,0.252,0.059,0.997,0.743
17,semicharmed life,third eye blind,1997,191,472,False,0.089,0.054,0.2846,0.595
18,barely breathing,duncan sheik,1997,131,314,True,0.144,0.125,0.7414,0.583
19,hard to say im sorry,az yet featuring peter cetera,1997,76,188,False,0.102,0.037,0.8885,0.596
20,mo money mo problems,the notorious big featuring puff daddy and mase,1997,271,695,False,0.156,0.11,0.9645,0.61
21,the freshmen,the verve pipe,1997,105,356,False,0.092,0.167,-0.9735,0.705
22,i want you,savage garden,1997,118,520,True,0.097,0.133,-0.9911,0.773
23,no diggity,blackstreet featuring dr dre,1997,245,647,True,0.129,0.109,0.9513,0.621
24,i belong to you every time i see your face,rome,1997,,,,,,,
25,hypnotize,the notorious big,1997,309,734,True,0.126,0.088,0.9858,0.579
26,every time i close my eyes,babyface,1997,92,275,True,0.33,0.053,0.9984,0.665
27,in my bed,dru hill,1997,127,268,True,0.131,0.104,0.6029,0.526
28,say youll be there,spice girls,1997,109,298,True,0.281,0.082,0.9973,0.634
29,do you know what it takes,robyn,1997,91,309,True,0.17,0.028,0.9944,0.706
30,4 seasons of loneliness,boyz ii men,1997,146,406,False,0.176,0.053,0.9964,0.64
31,ghettout,changing faces,1997,104,373,True,0.023,0.165,-0.9945,0.721
32,honey,mariah carey,1997,139,518,True,0.197,0.049,0.9982,0.732
33,i believe in you and me,whitney houston,1997,87,210,True,0.237,0.08,0.9896,0.586
34,da dip,freak nasty,1997,244,827,False,0.153,0.066,0.9969,0.705
35,2 become 1,spice girls,1997,100,312,True,0.315,0.026,0.9988,0.679
36,all for you,sister hazel,1997,82,349,True,0.023,0.138,-0.9891,0.765
37,cupid,112,1997,100,342,True,0.172,0.164,0.8562,0.708
38,where have all the cowboys gone,paula cole,1997,124,254,True,0.073,0.048,0.8271,0.512
39,sunny came home,shawn colvin,1997,85,189,True,0.153,0.044,0.967,0.55
40,its your love,tim mcgraw and faith hill,1997,92,255,True,0.182,0.028,0.9928,0.639
41,ooh aah just a little bit,gina g,1997,99,358,True,0.137,0.053,0.9886,0.723
42,mouth,merril bainbridge,1997,82,343,True,0.21,0.135,0.945,0.761
43,all cried out,allure featuring 112,1997,122,266,True,0.122,0.279,-0.9947,0.541
44,im still in love with you,new edition,1997,99,382,True,0.386,0.065,0.9996,0.741
45,invisible man,98 degrees,1997,124,335,True,0.254,0.023,0.9984,0.63
46,not tonight,lil kim featuring da brat left eye missy elliott and angie martinez,1997,339,756,False,0.099,0.114,-0.9736,0.552
47,look into my eyes,bone thugsnharmony,1997,,,,,,,
48,get it together,702,1997,91,354,True,0.164,0.037,0.9949,0.743
49,all by myself,celine dion,1997,53,136,True,0.164,0.038,0.9625,0.61
50,its all coming back to me now,celine dion,1997,144,636,True,0.169,0.069,0.997,0.774
51,my love is the shhh,somethin for the people featuring trina  tamara,1997,113,465,True,0.315,0.174,0.9988,0.757
52,where do you go,no mercy,1997,94,370,True,0.178,0.043,0.9919,0.746
53,i finally found someone,barbra streisand and bryan adams,1997,106,254,True,0.13,0.005,0.9844,0.583
54,ill be,foxy brown featuring jayz,1997,245,583,True,0.062,0.147,-0.9953,0.58
55,if it makes you happy,sheryl crow,1997,114,249,True,0.228,0.106,0.9857,0.542
56,never make a promise,dru hill,1997,134,302,True,0.245,0.138,0.9907,0.556
57,when you love a woman,journey,1997,78,215,True,0.297,0.031,0.997,0.637
58,up jumps da boogie,timbaland  magoo featuring missy elliott and aaliyah,1997,308,834,True,0.141,0.111,0.9776,0.631
59,i dont want to  i love me some him,toni braxton,1997,,,,,,,
60,everyday is a winding road,sheryl crow,1997,99,274,True,0.169,0.031,0.985,0.639
61,cold rock a party,mc lyte,1997,235,647,True,0.165,0.054,0.9978,0.637
62,pony,ginuwine,1997,97,275,True,0.036,0.024,0.1083,0.647
63,building a mystery,sarah mclachlan,1997,112,250,True,0.176,0.086,0.9731,0.552
64,i love you always forever,donna lewis,1997,101,339,True,0.247,0.006,0.9983,0.702
65,your woman,white town,1997,113,269,True,0.143,0.047,0.9806,0.58
66,c u when u get there,coolio featuring 40 thevz,1997,297,763,False,0.1,0.064,0.9819,0.611
67,change the world,eric clapton,1997,73,147,True,0.206,0.041,0.9816,0.503
68,my baby daddy,brock and the bizz,1997,,,,,,,
69,tubthumping,chumbawamba,1997,49,340,False,0.1,0.042,0.9567,0.856
70,gotham city,r kelly,1997,90,290,True,0.245,0.043,0.9971,0.69
71,last night,az yet,1997,96,326,True,0.261,0.025,0.9982,0.706
72,the jock jam,various artists,1997,141,459,False,0.142,0.013,0.9949,0.693
73,big daddy,heavy d,1997,232,502,True,0.109,0.02,0.9832,0.538
74,what about us,total,1997,93,495,True,0.109,0.01,0.9903,0.812
75,smile,scarface featuring 2pac and johnny p,1997,31,56,True,0.258,0.13,0.7783,0.446
76,whats on tonight,montell jordan,1997,111,352,True,0.063,0.021,0.9221,0.685
77,secret garden,bruce springsteen,1997,86,162,True,0.052,0.02,0.7311,0.469
78,the one i gave my heart to,aaliyah,1997,74,323,True,0.193,0.058,0.9942,0.771
79,fly like an eagle,seal,1997,58,209,True,0.223,0.0,0.9862,0.722
80,no time,lil kim featuring puff daddy,1997,252,841,True,0.095,0.179,-0.9973,0.7
81,naked eye,luscious jackson,1997,104,336,True,0.13,0.053,0.9778,0.69
82,macarena bayside boys mix,los del r'io,1997,59,399,False,0.0,0.0,0.0,0.852
83,on  on,erykah badu,1997,232,617,False,0.125,0.106,0.9173,0.624
84,dont wanna be a player,joe,1997,116,389,True,0.044,0.081,-0.8604,0.702
85,i shot the sheriff,warren g,1997,155,309,True,0.035,0.159,-0.9874,0.498
86,you should be mine dont waste your time,brian mcknight featuring mase,1997,188,513,False,0.2,0.061,0.9971,0.634
87,dont cry for me argentina,madonna,1997,128,238,True,0.158,0.107,0.9431,0.462
88,someone,swv and puff daddy,1997,182,441,True,0.251,0.043,0.999,0.587
89,go the distance,michael bolton,1997,115,232,True,0.173,0.118,0.876,0.504
90,one more time,real mccoy,1997,68,409,True,0.142,0.113,0.9158,0.834
91,butta love,next,1997,169,526,True,0.278,0.054,0.9993,0.679
92,coco jambo,mr president,1997,100,416,True,0.114,0.014,0.9933,0.76
93,twisted,keith sweat,1997,109,208,True,0.135,0.119,0.1801,0.476
94,barbie girl,aqua,1997,105,376,True,0.233,0.007,0.998,0.721
95,when youre gone  free to decide,the cranberries,1997,,,,,,,
96,let me clear my throat,dj kool,1997,218,713,True,0.221,0.051,0.9991,0.694
97,i like it,the blackout allstars,1997,29,303,True,0.565,0.0,0.9995,0.904
98,youre makin me high  let it flow,toni braxton,1997,,,,,,,
99,you must love me,madonna,1997,68,135,True,0.204,0.112,0.9538,0.496
100,let it go,ray j,1997,103,369,True,0.252,0.095,0.9971,0.721
1,too close,next,1998,107,470,True,0.245,0.061,0.9983,0.772
2,the boy is mine,brandy and monica,1998,173,607,True,0.111,0.108,0.6335,0.715
3,youre still the one,shania twain,1998,82,261,True,0.235,0.0,0.9966,0.686
4,truly madly deeply,savage garden,1998,101,296,True,0.261,0.126,0.9896,0.659
5,how do i live,leann rimes,1998,66,279,True,0.039,0.071,-0.1195,0.763
6,together again,janet,1998,110,413,True,0.208,0.049,0.9962,0.734
7,all my life,kci  jojo,1998,,,,,,,
8,candle in the wind 1997,elton john,1998,108,267,False,0.082,0.077,0.5296,0.596
9,nice  slow,usher,1998,159,470,False,0.143,0.105,0.9477,0.662
